Male,Taxable,c. 25 - 29,"p. $90,001 to $100,000","d. $80,001 to $180,000","25,348","25,348","2,401,572,612","25,348","583,085,206","24,173","45,563,501","4,789","3,931,508","24,277","49,492,485","25,348","629,678,282","5,408","35,423,784","24,619","2,355,349,694","24,585","681,774,117","8,501","39,511,802",625,"4,348,090","1,201","6,780,679",160,"368,542",4,"11,181",52,"76,741",58,"1,911,384","17,086","10,211,313","1,047","395,746","3,307","4,802,670","3,296","2,054,093","25,348","2,523,133,084","13,060","45,821,603","6,126","13,729,467","18,518","6,694,047","2,367","6,095,764","20,954","38,379,441","23,102","110,720,322",862,"401,403",409,"419,534",299,"359,238","10,332","3,042,129","14,315","3,588,561","23,931","121,416,192","1,883","26,756,532","2,436","7,360,156",110,"3,363,526","1,687","33,668,078",872,"2,077,909",321,"8,490,103",30,"379,007",244,"1,297,306",882,"5,177,168",882,"1,365,388","1,158","10,758,295",985,"9,227,067",826,"3,058,398",770,"1,093,733",766,"666,567","3,353","55,452,411","3,281","41,296,473","1,658","5,231,434","3,396","28,885,040",563,"2,758,585","2,843","-22,719,121","3,408","-19,960,536",391,"1,468,319",108,"569,723",61,"487,243","1,803","2,382,689","1,655","153,471,125","1,628","95,161,627","1,719","57,585,710","1,384","15,365,047",3,"6,152","1,179","637,551",0,0,"1,532","834,440","5,607","135,573,537",0,0,32,"135,258","16,731","14,664","6,496,349","2,933","608,836","7,955","1,281,565"
Male,Taxable,c. 25 - 29,"q. $100,001 to $150,000","d. $80,001 to $180,000","47,468","47,468","5,613,103,632","47,468","1,504,628,985","45,968","108,370,447","7,442","8,656,274","46,091","117,013,133","47,468","1,610,932,446","7,623","61,577,011","45,922","5,381,986,360","45,844","1,677,151,650","14,501","85,876,020","1,765","14,321,173","3,475","31,568,517",261,"552,916",9,"14,355",85,"195,359",93,"3,955,278","31,871","22,720,411","2,560","812,775","7,180","17,955,376","7,159","7,681,544","47,468","5,861,571,320","24,001","86,221,541","11,450","27,784,204","34,719","12,158,246","4,663","14,032,638","39,344","80,059,645","43,162","220,256,274","2,116","1,205,842",892,"1,127,785",666,"1,208,328","19,799","6,844,746","28,609","8,404,750","44,920","248,237,657","3,864","55,794,578","5,660","19,375,104",278,"12,958,596","4,472","119,803,620","2,556","10,535,179",573,"20,004,228",75,"762,750",484,"3,553,590","2,372","24,990,440","2,372","7,285,653","3,077","51,728,515","2,455","26,432,947","2,014","11,972,592","1,858","4,353,421","1,895","3,063,778","8,019","139,785,960","7,894","103,233,812","4,205","14,342,859","8,143","73,640,321","1,401","7,292,557","6,775","-58,723,589","8,182","-51,431,032",924,"4,113,733",271,"1,682,616",160,"2,045,988","4,647","7,018,809","3,129","383,383,204","3,052","247,031,184","3,258","134,508,234","2,539","40,339,066",5,"20,139","2,134","1,299,696",0,0,"4,181","3,765,827","8,051","182,795,064",0,0,31,"80,909","35,897","30,248","13,241,924","7,070","1,437,013","17,971","4,629,496"
Male,Taxable,c. 25 - 29,"r. $150,001 to $180,000","d. $80,001 to $180,000","8,226","8,226","1,350,758,847","8,226","400,712,991","8,080","26,445,734","1,344","2,452,391","8,089","28,892,013","8,226","424,927,819",821,"8,393,177","7,768","1,145,133,542","7,730","383,903,967","1,994","16,651,984",531,"5,297,400","1,111","15,253,255",42,"121,523",1,761,7,"16,131",4,"155,097","5,719","5,284,271",532,"280,820","1,598","10,159,322","1,592","4,343,139","8,226","1,393,367,396","3,417","11,982,259","1,676","4,177,324","5,590","1,859,491",763,"2,460,683","6,525","14,590,919","7,194","35,070,676",440,"255,794",150,"273,024",166,"323,200","3,239","1,232,635","4,947","1,843,737","7,647","42,565,776",665,"12,011,974","1,147","5,600,770",105,"7,398,624","1,692","122,518,079","1,044","17,123,306",94,"5,810,323",23,"502,010",72,"661,087",664,"16,565,287",664,"5,292,086",830,"33,457,196",638,"6,854,430",582,"6,886,617",537,"2,747,345",564,"1,948,331","1,700","32,861,937","1,675","24,053,792",944,"3,614,422","1,732","17,592,938",293,"2,268,901","1,450","-14,668,116","1,743","-12,399,215",232,"1,215,879",63,"534,451",71,"1,463,402",923,"2,097,292",554,"89,461,470",543,"55,088,230",590,"33,962,536",463,"10,862,710",3,"1,872",445,"304,419",0,0,"1,255","1,673,910",888,"20,995,747",0,0,7,"44,558","6,946","5,154","2,378,480",710,"185,581","4,133","1,526,242"
Male,Taxable,c. 25 - 29,"s. $180,001 to $250,000","e. $180,000 or more","5,313","5,313","1,085,722,307","5,313","347,953,717","5,198","21,168,922","1,077","2,356,939","5,205","23,510,702","5,313","368,319,477",447,"5,398,526","4,970","891,354,063","4,934","322,745,147","1,457","17,619,462",481,"5,230,458","1,163","21,524,639",25,"103,185",0,0,4,"4,474",4,"309,634","3,787","4,714,060",381,"184,357",984,"7,457,803",982,"3,183,400","5,313","1,115,623,604","2,024","6,709,739","1,292","3,143,496","3,462","1,215,287",532,"1,649,170","4,120","11,304,466","4,486","24,022,158",280,"172,972",120,"260,882",106,"320,248","2,189","1,110,514","3,411","1,626,867","4,865","29,893,872",449,"9,659,924",739,"4,817,296",54,"4,924,902","1,072","88,648,007",661,"12,094,055",55,"3,979,046",7,"213,319",53,"398,362",452,"14,986,199",452,"5,118,247",589,"29,261,326",414,"5,509,779",486,"9,209,903",427,"3,238,265",475,"3,092,947","1,216","24,660,998","1,183","18,520,413",713,"2,832,394","1,245","13,621,907",220,"1,629,177","1,033","-11,942,893","1,254","-10,313,716",144,"813,148",61,"401,120",59,"1,150,585",610,"1,219,180",413,"107,736,834",384,"63,807,779",437,"43,677,027",366,"14,720,729",0,0,298,"228,374",0,0,760,"1,816,919",496,"11,725,258",0,0,4,"11,315","4,578","3,194","1,481,846",319,"60,364","2,997","1,172,264"
Male,Taxable,c. 25 - 29,"t. $250,001 to $500,000","e. $180,000 or more","1,392","1,392","426,844,019","1,392","154,924,316","1,338","8,173,618",195,"633,122","1,338","8,793,147","1,392","162,883,105",119,"1,672,196","1,247","319,180,498","1,237","126,466,267",243,"5,543,432",69,"1,643,668",171,"6,650,827",2,"7,146",0,0,4,"3,201",2,"87,726","1,033","2,297,933",131,"141,758",331,"5,525,901",330,"2,356,026","1,392","440,310,306",497,"2,560,961",365,"1,127,717",684,"234,564",108,"389,125","1,007","6,238,945","1,087","10,551,312",57,"39,104",49,"237,387",49,"214,524",567,"434,008",816,"563,952","1,252","13,466,287",287,"7,835,219",169,"1,276,944",31,"5,331,553",337,"40,622,141",194,"5,844,014",15,"2,130,423",6,"113,128",16,"396,480",180,"12,819,447",180,"5,066,725",240,"27,554,237",160,"2,806,137",184,"8,000,365",157,"2,944,185",177,"2,297,794",422,"11,049,685",408,"8,032,196",230,"1,070,448",426,"5,701,191",88,"684,379",343,"-4,438,529",431,"-3,754,150",79,"539,395",40,"1,371,602",36,"813,642",159,"602,643",123,"44,372,689",107,"24,191,445",132,"20,312,331",114,"7,926,283",3,424,75,"64,770",0,0,104,"1,580,072",133,"2,664,619",0,0,1,"6,759","1,238",784,"421,751",13,"2,106",775,"411,281"
Male,Taxable,c. 25 - 29,"u. $500,001 to $1,000,000","e. $180,000 or more",140,140,"92,369,786",140,"37,723,374",137,"1,790,874",11,"86,153",137,"1,871,660",140,"39,209,191",5,"38,934",118,"57,694,185",115,"25,155,364",26,"538,458",1,"24,972",3,"588,081",0,0,0,0,2,254,0,0,113,"286,712",17,"11,183",46,"2,334,354",46,"1,000,424",140,"94,946,853",51,"339,953",47,"200,527",49,"25,883",5,"42,281",95,"1,374,351",103,"1,982,995",6,"4,414",11,"67,822",6,"25,369",57,"64,028",69,"177,899",121,"2,577,067",46,"1,240,849",21,"217,265",3,"396,452",60,"14,378,712",32,"2,709,228",2,"467,425",0,0,1,"2,030",31,"6,550,761",31,"2,907,424",37,"17,084,771",26,"657,412",35,"5,199,706",28,"3,458,320",33,"1,190,955",54,"2,196,160",48,"1,694,620",26,"212,755",54,"1,075,351",15,"154,949",40,"-941,515",55,"-786,566",21,"339,912",5,"55,815",5,"121,380",15,"133,160",15,"3,772,050",15,"931,229",16,"2,840,821",15,"1,145,250",2,37,10,"8,807",0,0,3,"491,035",9,"47,496",0,0,0,0,132,79,"55,861",0,0,79,"55,861"
Male,Taxable,c. 25 - 29,"v. $1,000,001 or more","e. $180,000 or more",56,56,"122,859,183",56,"53,816,197",54,"2,368,065",8,"369,693",54,"2,737,758",56,"55,416,726",5,"75,243",45,"62,273,467",44,"28,498,198",5,"487,263",0,0,0,0,0,0,0,0,0,0,0,0,47,"223,574",8,"46,668",18,"4,978,841",18,"2,133,494",56,"123,692,449",12,"73,376",13,"161,087",9,"5,056",5,"7,385",33,"294,091",39,"540,995",2,"2,291",3,"125,622",3,"18,276",15,"35,002",28,"102,333",44,"833,266",15,"288,115",9,"137,047",1,"1,099,779",21,"6,714,327",14,"1,344,540",0,0,0,0,0,0,14,"24,954,210",14,"12,095,701",19,"46,339,535",9,"287,001",22,"8,607,978",20,"6,807,438",21,"3,002,621",13,"522,074",12,"604,142",8,"56,500",13,"283,871",2,"32,397",11,"-454,836",13,"-422,439",8,"5,136,043",2,50,0,0,1,"8,747",7,"6,366,395",6,"1,303,712",7,"5,055,948",7,"2,306,565",0,0,2,"2,000",0,0,1,"339,646",6,"95,078",0,0,0,0,51,23,"12,665",0,0,23,"12,665"
Male,Taxable,d. 30 - 34,"a. $6,000 or less","a. $18,200 or less","1,324","1,323","2,891,169","1,324","929,469",37,"1,153",5,63,38,"1,216","1,324","911,976",3,"14,908",321,"1,033,878",283,"455,067",48,"94,211",0,0,1,"3,010",1,740,0,0,0,0,1,"4,014",36,"24,007",6,"1,997",9,"6,173",9,"2,644","1,320","3,530,270",7,"11,686",17,"22,638",32,"7,274",2,"1,423",79,"59,212",98,"102,233",25,"17,013",1,473,1,129,81,"36,469",338,"125,424",454,"308,118",22,"416,360",15,"61,064",7,"13,382",298,"281,942",2,897,6,"23,087",0,0,3,"4,398",169,"315,354",169,"100,036",192,"545,803",129,"1,613,397",2,272,2,272,1,79,575,"11,707,104",485,"5,010,135",216,"612,689",573,"4,729,317",527,"1,608,538",47,"-253,575",575,"1,354,963",22,"14,588",16,"5,816",3,"4,200",25,"22,177",98,"1,164,527",86,"953,497",99,"212,475",95,"61,016",0,0,22,713,44,"12,888",4,"1,001",264,"5,621,421",1,"17,549",0,0,133,89,"28,296",31,"16,625",4,12
Male,Taxable,d. 30 - 34,"b. $6,001 to $10,000","a. $18,200 or less",429,429,"3,381,479",429,"1,068,924",12,"1,839",1,88,12,"1,926",429,"1,033,087",3,"25,298",141,"1,127,037",132,"370,692",26,"150,247",0,0,1,"11,467",1,"2,018",0,0,0,0,1,"7,640",17,"45,657",1,151,4,"3,603",4,"1,544",429,"3,646,741",5,"6,343",3,"13,038",11,"3,450",2,"4,573",29,"13,151",34,"40,555",10,"9,355",0,0,0,0,21,"7,837",118,"75,562",163,"212,111",10,"205,180",3,"4,545",8,"95,268",47,"121,605",2,503,3,"20,262",0,0,2,"4,509",28,"126,875",28,"40,243",34,"261,198",33,"669,138",1,"1,997",0,0,1,0,225,"5,533,782",166,"1,532,026",92,"308,463",224,"2,117,272",207,"1,677,478",18,"-101,457",225,"1,576,021",14,"20,233",2,"8,613",3,"65,000",12,"13,802",32,"781,812",31,"634,326",32,"147,486",29,"58,287",0,0,21,"1,730",24,"10,645",2,"1,460",46,"972,916",0,0,0,0,57,36,"13,779",17,"6,827",1,3
Male,Taxable,d. 30 - 34,"c. $10,001 to $18,200","a. $18,200 or less",660,660,"9,467,113",657,"2,262,842",15,"3,485",3,205,18,"3,680",660,"2,159,639",1,"2,340",357,"5,565,763",346,"1,590,020",73,"524,957",3,"3,161",4,"30,200",5,"17,059",0,0,1,"2,430",1,"10,807",104,"66,631",3,571,14,"6,566",14,"2,809",660,"9,969,697",21,"52,489",29,"55,043",58,"14,408",10,"35,464",103,"111,731",135,"269,135",12,"9,289",1,"9,873",1,120,33,"15,761",160,"98,909",267,"476,871",24,"569,689",10,"7,168",39,"538,025",60,"272,572",5,605,5,"52,676",0,0,5,"44,899",34,"219,062",33,"61,334",44,"387,129",46,"815,804",6,"10,582",5,279,5,61,213,"6,180,214",129,"1,592,748",79,"428,925",213,"2,377,595",181,"2,215,431",32,"-434,485",213,"1,780,946",9,"20,290",4,"13,746",8,"41,068",20,"32,716",52,"5,568,578",48,"4,741,900",58,"656,445",50,"118,102",0,0,55,"4,680",185,"82,303",4,"2,443",45,"1,143,407",1,"7,958",0,0,107,84,"34,468",20,"8,061",2,423
Male,Taxable,d. 30 - 34,"d. $18,201 to $25,000","b. $18,201 to $37,000","25,586","25,586","581,095,130","25,575","24,020,789","14,428","2,571,879",10,"1,943","14,431","2,573,096","25,586","13,850,042",24,"65,772","19,891","418,907,192","19,287","61,567,223","3,243","13,132,273",203,"733,221",427,"1,122,769","5,278","38,038,266",4,"19,548",28,"132,041",29,"461,186","10,851","4,183,504",254,"232,929",972,"1,478,158",970,"627,334","25,586","614,312,046","4,773","10,715,661","1,576","1,808,616","11,914","3,564,234",877,"2,327,086","10,811","7,873,019","15,278","26,288,616",218,"116,607",168,"170,736",59,"98,474","3,920","1,275,847","8,880","2,254,826","17,745","31,915,257",406,"9,318,978",527,"1,274,916",206,"1,898,537","1,472","19,539,040",229,"289,308",800,"9,308,518",13,"238,542",243,"1,839,139",294,"1,745,712",253,"106,626",380,"4,148,181",434,"8,670,425",286,"1,090,612",222,"281,764",201,"17,601","1,644","30,430,662","1,513","20,343,325",621,"2,518,351","1,647","14,465,306",484,"3,788,368","1,174","-10,684,688","1,659","-6,896,320",358,"1,585,969",118,"812,547",74,"491,576",624,"1,208,549","6,335","308,714,756","6,024","209,398,542","6,374","98,313,909","5,901","2,160,086",1,152,"4,243","149,782","24,483","10,704,611",12,"5,604","3,961","94,827,964",170,"1,307,683",100,"477,117","6,560","5,639","2,400,719",952,"174,486",286,"14,307"
Male,Taxable,d. 30 - 34,"e. $25,001 to $30,000","b. $18,201 to $37,000","27,551","27,551","757,379,272","27,532","49,774,501","19,550","9,979,356",9,"2,466","19,550","9,979,199","27,551","45,297,885",69,"174,302","22,666","589,713,057","22,250","91,633,051","4,027","13,939,047",286,"1,236,853",560,"1,449,764","5,673","36,578,244",5,"55,828",32,"93,355",36,"880,849","12,145","4,424,868",286,"195,920","1,126","1,771,723","1,123","756,182","27,551","802,949,140","6,517","15,668,211","2,189","2,813,157","14,965","4,802,138","1,210","2,790,707","13,626","11,399,375","18,443","37,473,588",293,"148,139",210,"275,079",64,"152,156","5,329","1,535,394","10,789","2,746,879","20,771","44,289,224",708,"15,743,674",633,"1,659,772",196,"2,420,538","1,526","24,675,800",244,"291,815",889,"12,058,618",28,"273,189",282,"1,725,475",348,"2,058,586",348,"165,043",433,"4,922,774",485,"8,645,926",316,"1,431,787",245,"319,051",257,"56,826","1,907","32,616,426","1,812","23,203,901",780,"2,721,256","1,917","16,429,842",454,"2,826,751","1,475","-12,565,324","1,930","-9,738,573",344,"1,019,905",133,"864,163",96,"619,626",750,"1,318,393","6,251","333,325,626","5,974","219,934,162","6,300","111,750,226","5,749","6,706,979",2,560,"4,320","296,444","27,415","12,176,756",23,"6,860","4,685","111,407,860",179,"1,333,450",199,"1,067,896","7,627","6,645","2,828,658","1,025","194,892",366,"14,891"
Male,Taxable,d. 30 - 34,"f. $30,001 to $37,000","b. $18,201 to $37,000","43,642","43,642","1,469,898,965","43,633","129,631,647","33,597","21,740,577",16,"5,383","33,597","21,741,284","43,642","128,843,828",199,"585,652","36,625","1,204,522,244","36,108","197,499,966","7,439","34,670,482",472,"1,952,793",947,"2,702,594","6,534","33,531,756",220,"1,995,130",39,"206,217",47,"975,905","20,379","7,423,372",511,"524,516","2,076","4,803,160","2,062","2,053,223","43,642","1,558,814,646","12,820","32,975,865","4,002","5,481,538","25,709","8,543,730","2,340","5,453,991","23,815","22,311,488","31,375","74,766,612",567,"276,312",393,"460,247",144,"231,045","9,775","3,020,195","19,074","4,809,413","34,910","87,451,756","1,406","32,952,954","1,145","2,646,606",346,"4,421,892","2,829","57,512,780",453,"996,483","1,285","21,040,527",41,"338,391",439,"2,998,903",595,"3,546,139",595,"361,033",734,"7,908,984",846,"15,263,253",489,"3,249,167",395,"869,056",395,"144,253","3,398","56,747,724","3,235","41,919,960","1,452","5,062,405","3,419","28,453,346",788,"4,141,566","2,658","-22,829,553","3,448","-18,687,987",697,"2,354,008",197,"1,361,732",198,"1,100,987","1,613","2,689,452","8,781","578,059,347","8,433","393,249,306","8,818","182,684,960","8,016","15,979,255",2,"2,280","6,539","720,226","43,537","19,373,965",29,"11,433","7,050","165,141,028",255,"2,035,442",452,"2,527,404","14,075","12,394","5,450,996","1,833","347,793",677,"23,726"
Male,Taxable,d. 30 - 34,"g. $37,001 to $40,000","c. $37,001 to $80,000","22,049","22,049","848,922,378","22,034","89,938,753","18,416","13,266,907",20,"9,598","18,416","13,274,338","22,049","92,519,768",180,"559,279","19,223","737,859,626","19,058","125,892,092","3,929","15,989,829",259,"1,202,992",504,"1,308,547","2,351","9,967,404",137,"1,242,110",19,"77,381",21,"619,838","10,419","3,378,751",277,"179,608","1,041","1,799,514","1,030","766,888","22,049","899,540,760","7,411","18,990,376","2,309","3,451,614","14,278","4,956,340","1,277","3,009,318","13,170","13,302,073","16,965","43,709,721",289,"134,009",214,"133,095",62,"74,817","5,687","1,673,383","10,630","2,434,929","18,500","49,981,534",767,"18,055,767",635,"1,609,977",154,"2,860,994","1,314","27,837,916",267,"517,499",600,"11,000,920",25,"199,799",252,"1,752,466",286,"1,353,694",286,"165,184",369,"4,263,980",433,"7,506,751",252,"1,097,559",208,"315,487",224,"92,233","1,806","30,148,015","1,748","22,175,834",759,"2,751,556","1,829","15,328,013",436,"2,120,345","1,402","-12,227,733","1,840","-10,107,388",322,"937,321",78,"472,994",75,"484,711",859,"1,290,527","3,903","232,552,420","3,754","144,713,626","3,934","86,675,778","3,493","9,547,635",1,218,"2,876","413,730","21,998","9,293,269",799,"45,716","3,469","80,125,798",175,"1,587,179",244,"1,433,119","7,537","6,668","2,889,362",994,"189,526",420,"19,993"
Male,Taxable,d. 30 - 34,"h. $40,001 to $45,000","c. $37,001 to $80,000","40,198","40,198","1,710,344,520","40,184","216,685,493","36,047","28,406,898",36,"16,885","36,047","28,421,700","40,198","228,305,944",369,"1,160,649","36,282","1,566,581,642","36,042","280,451,674","7,574","22,738,480",529,"2,345,647",942,"2,784,295","3,220","12,058,447",169,"1,279,824",45,"125,867",53,"1,559,953","19,340","6,409,004",449,"223,144","1,907","2,817,367","1,898","1,199,154","40,198","1,812,142,569","15,138","39,528,605","4,680","6,668,614","27,911","9,922,297","2,419","5,461,576","25,763","26,972,071","32,525","88,553,163",636,"308,474",460,"282,589",121,"155,172","11,770","3,257,635","20,478","4,835,471","34,949","100,762,375","1,413","31,892,019","1,172","2,915,327",262,"3,879,048","1,895","41,055,081",423,"775,722",889,"17,860,112",56,"404,893",524,"3,207,515",489,"2,978,043",489,"416,987",636,"10,884,322",712,"11,101,251",445,"2,265,395",368,"754,861",366,"167,008","3,282","53,042,779","3,183","40,056,011","1,490","5,438,080","3,320","28,302,746",660,"2,948,057","2,672","-23,702,115","3,337","-20,754,058",486,"1,425,832",144,"945,575",170,"1,026,504","1,605","2,324,079","5,932","363,521,827","5,773","225,970,954","6,020","136,585,392","5,205","18,342,207",2,"3,516","4,233","790,381","40,127","14,517,438","1,504","187,857","6,057","133,452,588",280,"2,320,565",361,"1,947,003","14,271","12,737","5,559,505","1,773","355,790",737,"34,651"
Male,Taxable,d. 30 - 34,"i. $45,001 to $50,000","c. $37,001 to $80,000","44,657","44,657","2,122,974,158","44,644","312,858,465","41,852","37,731,468",38,"16,887","41,853","37,744,304","44,657","335,422,953",531,"1,744,050","41,374","2,009,969,334","41,191","383,854,505","8,617","24,472,434",633,"2,832,222","1,018","3,144,009","2,350","7,894,314",166,"956,515",51,"36,580",62,"2,051,502","22,380","7,276,877",508,"190,214","2,355","2,637,596","2,344","1,126,101","44,657","2,247,045,683","18,825","49,488,392","5,719","8,488,477","32,558","11,577,650","2,693","5,838,358","30,586","33,716,986","37,681","109,109,863",772,"317,094",520,"429,663",158,"176,465","14,335","4,212,515","23,766","5,322,618","39,974","123,268,857","1,518","33,709,515","1,567","3,987,300",214,"2,555,814","1,897","40,144,252",505,"553,841",907,"19,624,525",58,"497,419",556,"3,379,384",539,"3,175,743",539,"518,794",689,"9,642,321",890,"12,775,371",463,"2,118,951",394,"616,283",412,"247,543","3,612","57,507,412","3,517","43,013,153","1,669","5,700,940","3,652","30,734,807",675,"3,115,831","3,001","-25,044,927","3,679","-21,929,096",547,"1,663,109",149,"1,013,072",140,"886,099","2,061","2,732,087","5,595","358,391,877","5,463","226,147,811","5,659","130,162,148","4,780","20,933,475",4,712,"3,838","870,554","44,605","12,797,775","1,569","248,532","6,613","142,070,038",311,"2,549,167",294,"1,452,234","16,768","14,819","6,583,914","2,157","428,273",929,"43,789"
